State,ZIP Code,Size of AGI,Number of Returns,Adjust Gross Income
WA,98363,2,1400,50747
WA,98363,3,880,54093
WA,98363,4,590,50769
WA,98363,5,560,72253
WA,98363,6,90,26952
WA,98364,1,30,357
WA,98364,2,30,1302
WA,98364,3,20,1429
WA,98364,4,20,1766
WA,98364,5,30,5731
WA,98364,6,0,0
WA,98365,1,550,6491
WA,98365,2,460,17049
WA,98365,3,380,23075
WA,98365,4,380,32793
WA,98365,5,600,82384
WA,98365,6,190,67202
WA,98366,1,4640,59942
WA,98366,2,4070,149536
WA,98366,3,2980,182896
WA,98366,4,1950,168987
WA,98366,5,2190,284900
WA,98366,6,270,99108
WA,98367,1,3060,37662
WA,98367,2,2620,96814
WA,98367,3,2150,133466
WA,98367,4,1760,153724
WA,98367,5,2570,340144
WA,98367,6,340,95265
WA,98368,1,2810,35064
WA,98368,2,1840,67111
WA,98368,3,1160,71563
WA,98368,4,880,76146
WA,98368,5,1160,156814
WA,98368,6,380,148976
WA,98370,1,3760,45106
WA,98370,2,2920,108890
WA,98370,3,2340,145547
WA,98370,4,1800,157426
WA,98370,5,3110,420229
WA,98370,6,710,254804
WA,98371,1,3060,37378
WA,98371,2,2700,98557
WA,98371,3,1750,107762
WA,98371,4,1270,110453
WA,98371,5,2030,273266
WA,98371,6,460,165703
WA,98372,1,3160,39751
WA,98372,2,3070,112638
WA,98372,3,1840,112534
WA,98372,4,1240,107737
WA,98372,5,1960,265815
WA,98372,6,510,210467
WA,98373,1,3500,45014
WA,98373,2,3480,128193
WA,98373,3,2120,130533
WA,98373,4,1480,127669
WA,98373,5,1970,263065
WA,98373,6,300,116766
WA,98374,1,4850,58909
WA,98374,2,3920,143782
WA,98374,3,2900,179042
WA,98374,4,2210,192110
WA,98374,5,3560,477788
WA,98374,6,630,228698
WA,98375,1,3480,43692
WA,98375,2,3240,119412
WA,98375,3,2380,146516
WA,98375,4,1900,164469
WA,98375,5,2450,319530
WA,98375,6,220,63287
WA,98376,1,320,4022
WA,98376,2,220,8200
WA,98376,3,130,8265
WA,98376,4,90,7899
WA,98376,5,130,17032
WA,98376,6,20,17191
WA,98377,1,260,3241
WA,98377,2,180,6810
WA,98377,3,120,7181
WA,98377,4,80,6629
WA,98377,5,60,8119
WA,98377,6,0,0
WA,98380,1,540,6284
WA,98380,2,480,17790
WA,98380,3,410,25768
WA,98380,4,370,32104
WA,98380,5,610,82226
WA,98380,6,110,44313
WA,98381,1,50,529
WA,98381,2,40,1515
WA,98381,3,40,2805
WA,98381,4,0,0
WA,98381,5,20,2847
WA,98381,6,0,0
WA,98382,1,4760,59664
WA,98382,2,3270,119187
WA,98382,3,2170,133877
WA,98382,4,1590,138288
WA,98382,5,2000,267817
WA,98382,6,460,174846
WA,98383,1,2810,36585
WA,98383,2,2640,97637
WA,98383,3,1790,110704
WA,98383,4,1400,120906
WA,98383,5,2110,281542
WA,98383,6,370,139879
WA,98385,1,150,1943
WA,98385,2,120,4188
WA,98385,3,110,6723
WA,98385,4,80,7108
WA,98385,5,110,17244
WA,98385,6,0,0
WA,98387,1,6690,86247
WA,98387,2,6130,223650
WA,98387,3,4080,251273
WA,98387,4,2680,231242
WA,98387,5,2540,324194
WA,98387,6,190,56405
WA,98388,1,850,10829
WA,98388,2,820,30015
WA,98388,3,500,31041
WA,98388,4,310,26956
WA,98388,5,590,80485
WA,98388,6,220,78806
WA,98390,1,1640,21393
WA,98390,2,1640,59562
WA,98390,3,1030,63553
WA,98390,4,630,54789
WA,98390,5,970,130402
WA,98390,6,190,77675
WA,98391,1,5380,64352
WA,98391,2,4570,169327
WA,98391,3,3520,218363
WA,98391,4,3100,271705
WA,98391,5,5510,751113
WA,98391,6,1370,515262
WA,98392,1,460,6037
WA,98392,2,390,13974
WA,98392,3,260,16030
WA,98392,4,190,16563
WA,98392,5,180,23566
WA,98392,6,50,20098
WA,98394,1,260,2925
WA,98394,2,170,6369
WA,98394,3,170,10315
WA,98394,4,130,11718
WA,98394,5,180,24159
WA,98394,6,40,19607
WA,98396,1,80,1032
WA,98396,2,80,2863
WA,98396,3,60,3625
WA,98396,4,40,3714
WA,98396,5,70,10647
WA,98396,6,0,0
WA,98402,1,880,11502
WA,98402,2,870,31961
WA,98402,3,490,30153
WA,98402,4,260,22270
WA,98402,5,350,46612
WA,98402,6,130,55503
WA,98403,1,1100,14395
WA,98403,2,1190,43818
WA,98403,3,660,39979
WA,98403,4,360,31365
WA,98403,5,590,82176
WA,98403,6,320,126188
WA,98404,1,5590,73895
WA,98404,2,5370,191359
WA,98404,3,2380,144639
WA,98404,4,1130,97160
WA,98404,5,800,99852
WA,98404,6,60,20356
WA,98405,1,3970,52264
WA,98405,2,3280,119248
WA,98405,3,1770,108521
WA,98405,4,920,79654
WA,98405,5,850,109078
WA,98405,6,90,26158
WA,98406,1,2990,37743
WA,98406,2,2330,85541
WA,98406,3,1700,105134
WA,98406,4,1200,103821
WA,98406,5,2070,279093
WA,98406,6,470,174024
WA,98407,1,2540,31190
WA,98407,2,2160,80347
WA,98407,3,1790,110835
WA,98407,4,1310,113756
WA,98407,5,2150,296693
WA,98407,6,720,301188
WA,98408,1,3210,41948
WA,98408,2,3000,110448
WA,98408,3,1710,104682
WA,98408,4,880,75465
WA,98408,5,660,82252
WA,98408,6,40,10443
WA,98409,1,4570,61646
WA,98409,2,4290,155531
WA,98409,3,1810,109608
WA,98409,4,870,74100
WA,98409,5,550,68350
WA,98409,6,60,45684
WA,98418,1,1660,21340
WA,98418,2,1540,56452
WA,98418,3,830,50495
WA,98418,4,430,36760
WA,98418,5,330,41136
WA,98418,6,20,7000
WA,98421,1,30,449
WA,98421,2,50,2266
WA,98421,3,0,0
WA,98421,4,20,3989
WA,98421,5,0,0
WA,98421,6,0,0
WA,98422,1,2370,28255
WA,98422,2,2060,75220
WA,98422,3,1510,92858
WA,98422,4,1200,104448
WA,98422,5,2190,301112
WA,98422,6,750,286477
WA,98424,1,1520,20022
WA,98424,2,1660,60965
WA,98424,3,930,56813
WA,98424,4,560,48111
WA,98424,5,630,82896
WA,98424,6,110,73526
WA,98433,1,2700,49131
WA,98433,2,3180,105971
WA,98433,3,660,39097
WA,98433,4,230,19695
WA,98433,5,180,25101
WA,98433,6,0,0
WA,98438,1,370,6513
WA,98438,2,50,1875
WA,98438,3,30,1985
WA,98438,4,40,4559
WA,98438,5,0,0
WA,98438,6,0,0
WA,98439,1,730,11098
WA,98439,2,750,26500
WA,98439,3,210,12409
WA,98439,4,70,6427
WA,98439,5,40,5066
WA,98439,6,0,0
WA,98443,1,730,9030
WA,98443,2,730,25899
WA,98443,3,410,25513
WA,98443,4,320,28117
WA,98443,5,470,62536
WA,98443,6,120,44325
WA,98444,1,5930,78509
WA,98444,2,5240,188360
WA,98444,3,2300,139715
WA,98444,4,920,79298
WA,98444,5,700,88057
WA,98444,6,50,19737
WA,98445,1,4510,59529
WA,98445,2,4430,161768
WA,98445,3,2620,160822
WA,98445,4,1560,134813
WA,98445,5,1430,181899
WA,98445,6,110,38736
WA,98446,1,1430,18852
WA,98446,2,1300,47694
WA,98446,3,910,55759
WA,98446,4,580,50228
WA,98446,5,760,100245
WA,98446,6,120,38250
WA,98465,1,1130,14500
WA,98465,2,900,32717
WA,98465,3,530,32561
WA,98465,4,330,28754
WA,98465,5,420,56871
WA,98465,6,140,64878
WA,98466,1,3980,50715
WA,98466,2,3480,127819
WA,98466,3,2200,134861
WA,98466,4,1400,120845
WA,98466,5,2170,293863
WA,98466,6,560,214385
WA,98467,1,2110,26212
WA,98467,2,1770,63451
WA,98467,3,970,60126
WA,98467,4,710,61506
WA,98467,5,1290,178176
WA,98467,6,390,130303
WA,98498,1,4040,53229
WA,98498,2,3690,132846
WA,98498,3,2050,126241
WA,98498,4,1400,121824
WA,98498,5,1770,233202
WA,98498,6,400,175177
WA,98499,1,5310,72219
WA,98499,2,4460,159368
WA,98499,3,1780,107877
WA,98499,4,850,72678
WA,98499,5,860,113600
WA,98499,6,280,143652
WA,98501,1,5630,69539
WA,98501,2,4420,162894
WA,98501,3,3210,198587
WA,98501,4,2320,200379
WA,98501,5,3740,502844
WA,98501,6,870,323640
WA,98502,1,5490,66556
WA,98502,2,3490,126387
WA,98502,3,2250,138476
WA,98502,4,1650,142598
WA,98502,5,2560,348754
WA,98502,6,830,361549
WA,98503,1,5720,75801
WA,98503,2,5150,186875
WA,98503,3,3100,191580
WA,98503,4,1910,164577
WA,98503,5,2060,266478
WA,98503,6,220,98980
WA,98506,1,2820,35358
WA,98506,2,2170,80048
WA,98506,3,1530,94011
WA,98506,4,960,83474
WA,98506,5,1400,187257
WA,98506,6,330,135847
WA,98512,1,3920,48823
WA,98512,2,3290,120598
WA,98512,3,2300,141786
WA,98512,4,1720,148722
WA,98512,5,2270,300647
WA,98512,6,400,169066
WA,98513,1,4070,52483
WA,98513,2,3950,145506
WA,98513,3,2780,172046
WA,98513,4,1980,171634
WA,98513,5,2420,319187
WA,98513,6,350,107486
WA,98516,1,2840,36105
WA,98516,2,2670,97824
WA,98516,3,1840,113784
WA,98516,4,1440,125132
WA,98516,5,2170,289295
WA,98516,6,530,192862
WA,98520,1,3520,44876
WA,98520,2,2170,78939
WA,98520,3,1220,74897
WA,98520,4,690,60001
WA,98520,5,750,97846
WA,98520,6,140,56562
WA,98524,1,430,5427
WA,98524,2,340,12507
WA,98524,3,370,22770
WA,98524,4,270,23246
WA,98524,5,370,48689
WA,98524,6,40,12268
WA,98526,1,50,641
WA,98526,2,40,1642
WA,98526,3,30,2387
WA,98526,4,0,0
WA,98526,5,0,0
WA,98526,6,0,0
WA,98527,1,50,552
WA,98527,2,30,1262
WA,98527,3,30,2505
WA,98527,4,0,0
WA,98527,5,0,0
WA,98527,6,0,0
WA,98528,1,1410,18207
WA,98528,2,1180,43794
WA,98528,3,910,56044
WA,98528,4,560,49097
WA,98528,5,700,91018
WA,98528,6,90,36841
WA,98530,1,100,1295
WA,98530,2,70,2519
WA,98530,3,30,1757
WA,98530,4,30,3159
WA,98530,5,0,0
WA,98530,6,0,0
WA,98531,1,4540,58832
WA,98531,2,3150,113733
WA,98531,3,1580,96929
WA,98531,4,830,71664
WA,98531,5,800,103789
WA,98531,6,140,59201
WA,98532,1,3460,43291
WA,98532,2,2570,93222
WA,98532,3,1670,102768
WA,98532,4,1120,96687
WA,98532,5,1300,169989
WA,98532,6,260,120217
WA,98533,1,70,914
WA,98533,2,60,2164
WA,98533,3,40,2710
WA,98533,4,40,3010
WA,98533,5,30,4128
WA,98533,6,0,0
WA,98535,1,120,1469
WA,98535,2,60,2067
WA,98535,3,30,1709
WA,98535,4,30,2874
WA,98535,5,0,0
WA,98535,6,0,0
WA,98537,1,330,4152
WA,98537,2,260,9322
WA,98537,3,210,12803
WA,98537,4,110,9340
WA,98537,5,110,15541
WA,98537,6,0,0
WA,98538,1,60,768
WA,98538,2,40,1355
WA,98538,3,30,1741
WA,98538,4,20,1784
WA,98538,5,20,3081
WA,98538,6,0,0
WA,98541,1,1420,18313
WA,98541,2,1080,39390
WA,98541,3,680,41621
WA,98541,4,420,36445
WA,98541,5,470,60196
WA,98541,6,50,17040
WA,98542,1,80,1089
WA,98542,2,70,2574
WA,98542,3,50,2956
WA,98542,4,20,2007
WA,98542,5,30,3544
WA,98542,6,0,0
WA,98544,1,40,553
WA,98544,2,40,1473
WA,98544,3,30,1602
WA,98544,4,20,2448
WA,98544,5,0,0
WA,98544,6,0,0
WA,98546,1,370,4507
WA,98546,2,310,11378
WA,98546,3,230,14154
WA,98546,4,150,12437
WA,98546,5,200,26235
WA,98546,6,50,20307
WA,98547,1,230,2753
WA,98547,2,110,3763
WA,98547,3,80,4862
WA,98547,4,40,3580
WA,98547,5,60,9334
WA,98547,6,0,0
WA,98548,1,360,4496
WA,98548,2,250,8955
WA,98548,3,160,9462
WA,98548,4,110,9711
WA,98548,5,120,18502
WA,98548,6,0,0
WA,98550,1,1830,23126
WA,98550,2,1130,40581
WA,98550,3,610,37145
WA,98550,4,350,29854
WA,98550,5,310,39877
WA,98550,6,50,23564
WA,98552,1,50,544
WA,98552,2,50,1577
WA,98552,3,30,1916
WA,98552,4,0,0
WA,98552,5,0,0
WA,98552,6,0,0
WA,98555,1,90,1100
WA,98555,2,50,1728
WA,98555,3,50,3211
WA,98555,4,30,2203
WA,98555,5,40,7238
WA,98555,6,0,0
WA,98557,1,470,5813
WA,98557,2,390,14742
WA,98557,3,260,15781
WA,98557,4,170,14957
WA,98557,5,210,28830
WA,98557,6,0,0
WA,98558,1,210,2852
WA,98558,2,190,6945
WA,98558,3,120,7545
WA,98558,4,110,9281
WA,98558,5,150,22236
WA,98558,6,0,0
WA,98560,1,40,452
WA,98560,2,30,1152
WA,98560,3,40,3245
WA,98560,4,0,0
WA,98560,5,0,0
WA,98560,6,0,0
WA,98563,1,1040,12725
WA,98563,2,870,32040
WA,98563,3,600,37268
WA,98563,4,460,40243
WA,98563,5,540,69555
WA,98563,6,80,26410
WA,98564,1,370,4826
WA,98564,2,290,10256
WA,98564,3,180,11034
WA,98564,4,100,9010
WA,98564,5,90,12103
WA,98564,6,20,7586
WA,98565,1,220,2847
WA,98565,2,190,7050
WA,98565,3,120,7124
WA,98565,4,70,6231
WA,98565,5,90,17867
WA,98565,6,0,0
WA,98568,1,430,5871
WA,98568,2,300,11111
WA,98568,3,170,10665
WA,98568,4,120,9978
WA,98568,5,110,15666
WA,98568,6,0,0
WA,98569,1,1140,14192
WA,98569,2,720,25571
WA,98569,3,470,28731
WA,98569,4,300,25811
WA,98569,5,320,42043
WA,98569,6,60,21111
WA,98570,1,580,7315
WA,98570,2,430,15571
WA,98570,3,290,18020
WA,98570,4,210,18442
WA,98570,5,170,21369
WA,98570,6,20,7609
WA,98571,1,80,969
WA,98571,2,60,1952
WA,98571,3,50,3309
WA,98571,4,0,0
WA,98571,5,40,6016
WA,98571,6,0,0
WA,98572,1,150,1952
WA,98572,2,90,3367
WA,98572,3,60,3789
WA,98572,4,30,2775
WA,98572,5,30,3473
WA,98572,6,0,0
WA,98576,1,750,9728
WA,98576,2,570,20636
WA,98576,3,420,26123
WA,98576,4,280,23759
WA,98576,5,310,39225
WA,98576,6,30,13394
WA,98577,1,890,10575
WA,98577,2,660,24106
WA,98577,3,360,22260
WA,98577,4,270,23194
WA,98577,5,270,33883
WA,98577,6,30,10672
WA,98579,1,1840,23713
WA,98579,2,1460,53130
WA,98579,3,1000,62082
WA,98579,4,650,55946
WA,98579,5,770,98594
WA,98579,6,70,28281
WA,98580,1,1230,15505
WA,98580,2,1090,39484
WA,98580,3,720,44906
WA,98580,4,520,45456
WA,98580,5,770,101917
WA,98580,6,100,32566
WA,98581,1,80,1015
WA,98581,2,50,2092
WA,98581,3,0,0
WA,98581,4,20,2308
WA,98581,5,0,0
WA,98581,6,0,0
WA,98582,1,110,1366
WA,98582,2,80,2730
WA,98582,3,70,4352
WA,98582,4,30,2866
WA,98582,5,50,7760
WA,98582,6,0,0
WA,98583,1,40,558
WA,98583,2,40,1722
WA,98583,3,0,0
WA,98583,4,30,2606
WA,98583,5,0,0
WA,98583,6,0,0
WA,98584,1,5430,69660
WA,98584,2,4140,150534
WA,98584,3,2460,150598
WA,98584,4,1490,128654
WA,98584,5,1680,217566
WA,98584,6,240,77321
WA,98585,1,110,1272
WA,98585,2,80,2915
WA,98585,3,60,3616
WA,98585,4,40,3437
WA,98585,5,50,8048
WA,98585,6,0,0
WA,98586,1,340,4378
WA,98586,2,250,8860
WA,98586,3,130,7975
WA,98586,4,70,5950
WA,98586,5,90,15516
WA,98586,6,0,0
WA,98587,1,140,1916
WA,98587,2,140,4852
WA,98587,3,30,1877
WA,98587,4,20,1892
WA,98587,5,0,0
WA,98587,6,0,0
WA,98588,1,220,2880
WA,98588,2,190,7234
WA,98588,3,110,6947
WA,98588,4,70,5690
WA,98588,5,100,15220
WA,98588,6,0,0
WA,98589,1,1000,13011
WA,98589,2,870,31897
WA,98589,3,590,36660
WA,98589,4,440,37682
WA,98589,5,550,70899
WA,98589,6,60,20124
WA,98590,1,60,821
WA,98590,2,50,1637
WA,98590,3,40,2401
WA,98590,4,0,0
WA,98590,5,20,3073
WA,98590,6,0,0
WA,98591,1,620,7514
WA,98591,2,420,15383
WA,98591,3,290,17614
WA,98591,4,230,19875
WA,98591,5,230,29265
WA,98591,6,30,10185
WA,98592,1,310,3986
WA,98592,2,210,7456
WA,98592,3,170,10791
WA,98592,4,120,10113
WA,98592,5,180,23880
WA,98592,6,40,14411
WA,98593,1,180,2241
WA,98593,2,110,4045
WA,98593,3,90,5255
WA,98593,4,40,3176
WA,98593,5,40,4953
WA,98593,6,0,0
WA,98595,1,550,7212
WA,98595,2,330,11889
WA,98595,3,180,10952
WA,98595,4,90,8163
WA,98595,5,130,23668
WA,98595,6,0,0
WA,98596,1,950,12337
WA,98596,2,650,23983
WA,98596,3,440,26899
WA,98596,4,260,22646
WA,98596,5,290,36741
WA,98596,6,30,10368
WA,98597,1,3340,42428
WA,98597,2,3060,112387
WA,98597,3,1800,110124
WA,98597,4,1160,100726
WA,98597,5,1140,147054
WA,98597,6,160,53137
WA,98601,1,420,5022
WA,98601,2,330,12088
WA,98601,3,250,15515
WA,98601,4,180,15339
WA,98601,5,250,31905
WA,98601,6,40,13224
WA,98603,1,100,1330
WA,98603,2,80,2741
WA,98603,3,70,4717
WA,98603,4,60,5029
WA,98603,5,60,10442
WA,98603,6,0,0
WA,98604,1,4740,58616
WA,98604,2,3560,130772
WA,98604,3,2720,167866
WA,98604,4,2030,176271
WA,98604,5,2830,377520
WA,98604,6,720,318996
WA,98605,1,260,3566
WA,98605,2,220,8153
WA,98605,3,120,6951
WA,98605,4,70,5866
WA,98605,5,80,15965
WA,98605,6,0,0
WA,98606,1,1250,14488
WA,98606,2,740,26984
WA,98606,3,570,35703
WA,98606,4,550,47790
WA,98606,5,970,133858
WA,98606,6,410,186282
WA,98607,1,3370,38805
WA,98607,2,2170,79605
WA,98607,3,1670,103636
WA,98607,4,1530,133959
WA,98607,5,3350,470269
WA,98607,6,1710,760207
WA,98610,1,470,6080
WA,98610,2,340,11972
WA,98610,3,190,11405
WA,98610,4,140,11880
WA,98610,5,140,36647
WA,98610,6,0,0
WA,98611,1,1390,18058
WA,98611,2,960,34610
WA,98611,3,760,47077
WA,98611,4,530,45954
WA,98611,5,670,86624
WA,98611,6,70,26153
WA,98612,1,420,4974
WA,98612,2,280,10393
WA,98612,3,210,13023
WA,98612,4,150,13169
WA,98612,5,170,22071
WA,98612,6,30,12276
WA,98613,1,60,711
WA,98613,2,40,1235
WA,98613,3,50,3498
WA,98613,4,0,0
WA,98613,5,30,3913
WA,98613,6,0,0
WA,98614,1,110,1490
WA,98614,2,80,2907
WA,98614,3,50,3040
WA,98614,4,30,2804
WA,98614,5,40,16370
WA,98614,6,0,0
WA,98616,1,30,400
WA,98616,2,40,1443
WA,98616,3,30,2442
WA,98616,4,0,0
WA,98616,5,20,3246
WA,98616,6,0,0
WA,98617,1,160,2195
WA,98617,2,110,4159
WA,98617,3,100,5848
WA,98617,4,60,5056
WA,98617,5,70,9768
WA,98617,6,0,0
WA,98619,1,60,795
WA,98619,2,40,1695
WA,98619,3,40,2459
WA,98619,4,40,4591
WA,98619,5,0,0
WA,98619,6,0,0
WA,98620,1,1160,14053
WA,98620,2,730,26498
WA,98620,3,480,29885
WA,98620,4,320,27603
WA,98620,5,300,39169
WA,98620,6,40,13911
WA,98624,1,220,2849
WA,98624,2,190,6963
WA,98624,3,90,5595
WA,98624,4,50,4415
WA,98624,5,80,13790
WA,98624,6,0,0
WA,98625,1,910,11796
WA,98625,2,660,24423
WA,98625,3,510,31531
WA,98625,4,450,39363
WA,98625,5,580,76528
WA,98625,6,100,44043
WA,98626,1,4020,52490
WA,98626,2,2590,94033
WA,98626,3,1680,103146
WA,98626,4,1070,92427
WA,98626,5,1050,137031
WA,98626,6,170,65917
WA,98628,1,80,1010
WA,98628,2,40,1551
WA,98628,3,20,1318
WA,98628,4,30,2468
WA,98628,5,0,0
WA,98628,6,0,0
WA,98629,1,1080,13198
WA,98629,2,720,26579
WA,98629,3,600,37330
WA,98629,4,540,46610
WA,98629,5,860,113515
WA,98629,6,190,67083
WA,98631,1,690,8958
WA,98631,2,430,15252
WA,98631,3,210,13071
WA,98631,4,150,13393
WA,98631,5,170,21644
WA,98631,6,40,13410
WA,98632,1,8030,104204
WA,98632,2,5290,190024
WA,98632,3,3180,195559
WA,98632,4,2040,176737
WA,98632,5,2370,311334
WA,98632,6,450,172696
WA,98635,1,240,3078
WA,98635,2,200,7086
WA,98635,3,120,7712
WA,98635,4,90,8203
WA,98635,5,100,13247
WA,98635,6,20,8341
WA,98638,1,210,2630
WA,98638,2,180,6489
WA,98638,3,130,7722
WA,98638,4,70,6228
WA,98638,5,90,12881
WA,98638,6,0,0
WA,98639,1,150,1914
WA,98639,2,120,4364
WA,98639,3,80,4727
WA,98639,4,50,4410
WA,98639,5,50,8323
WA,98639,6,0,0
WA,98640,1,820,10650
WA,98640,2,520,18763
WA,98640,3,310,18620
WA,98640,4,180,15712
WA,98640,5,160,20960
WA,98640,6,40,16135
WA,98642,1,2210,26824
WA,98642,2,1610,59277
WA,98642,3,1320,81971
WA,98642,4,1170,101570
WA,98642,5,2030,278849
WA,98642,6,760,338004
WA,98643,1,60,827
WA,98643,2,40,1368
WA,98643,3,40,3082
WA,98643,4,0,0
WA,98643,5,30,3620
WA,98643,6,0,0
WA,98644,1,170,2205
WA,98644,2,100,3529
WA,98644,3,60,3523
WA,98644,4,30,2907
WA,98644,5,40,7260
WA,98644,6,0,0
WA,98645,1,190,2391
WA,98645,2,120,4430
WA,98645,3,90,5292
WA,98645,4,70,6432
WA,98645,5,110,18756
WA,98645,6,0,0
WA,98647,1,60,801
WA,98647,2,40,1527
WA,98647,3,20,1329
WA,98647,4,30,3207
WA,98647,5,0,0
WA,98647,6,0,0
WA,98648,1,440,5653
WA,98648,2,320,11461
WA,98648,3,210,12911
WA,98648,4,160,13705
WA,98648,5,220,29441
WA,98648,6,50,19475
WA,98649,1,160,2012
WA,98649,2,90,3521
WA,98649,3,100,5953
WA,98649,4,70,6412
WA,98649,5,90,12770
WA,98649,6,0,0
WA,98650,1,140,1793
WA,98650,2,120,4319
WA,98650,3,80,4938
WA,98650,4,60,5330
WA,98650,5,60,7511
WA,98650,6,30,11156
WA,98651,1,110,1315
WA,98651,2,90,3054
WA,98651,3,60,3580
WA,98651,4,40,3108
WA,98651,5,80,11522
WA,98651,6,40,19368
WA,98660,1,1740,23319
WA,98660,2,1590,57525
WA,98660,3,840,51476
WA,98660,4,500,43392
WA,98660,5,570,75811
WA,98660,6,190,127324
WA,98661,1,7620,102871
WA,98661,2,6430,231465
WA,98661,3,3010,183477
WA,98661,4,1580,135647
WA,98661,5,1650,216302
WA,98661,6,480,450736
WA,98662,1,5010,65920
WA,98662,2,4390,160423
WA,98662,3,2850,175518
WA,98662,4,1700,146930
WA,98662,5,1690,218409
WA,98662,6,270,112246
WA,98663,1,2180,29356
WA,98663,2,1930,70319
WA,98663,3,1170,71869
WA,98663,4,690,59882
WA,98663,5,770,101230
WA,98663,6,130,50479
WA,98664,1,3550,46676
WA,98664,2,3050,110894
WA,98664,3,1820,111796
WA,98664,4,1140,97937
WA,98664,5,1210,160782
WA,98664,6,370,322664
WA,98665,1,4160,54816
WA,98665,2,3490,127581
WA,98665,3,2060,126977
WA,98665,4,1350,117349
WA,98665,5,1630,212521
WA,98665,6,340,262761
WA,98671,1,2940,36766
WA,98671,2,2170,79418
WA,98671,3,1660,103012
WA,98671,4,1310,113678
WA,98671,5,2050,278148
WA,98671,6,550,243142
WA,98672,1,960,12240
WA,98672,2,710,25978
WA,98672,3,460,28694
WA,98672,4,310,26713
WA,98672,5,470,64527
WA,98672,6,190,118871
WA,98673,1,60,652
WA,98673,2,50,1782
WA,98673,3,30,3110
WA,98673,4,0,0
WA,98673,5,0,0
WA,98673,6,0,0
WA,98674,1,1840,23081
WA,98674,2,1420,51577
WA,98674,3,1000,61643
WA,98674,4,730,63112
WA,98674,5,900,119293
WA,98674,6,190,70495
WA,98675,1,670,8456
WA,98675,2,490,18258
WA,98675,3,490,30408
WA,98675,4,340,29096
WA,98675,5,380,49933
WA,98675,6,90,39526
WA,98682,1,8680,112847
WA,98682,2,7240,264010
WA,98682,3,4690,289577
WA,98682,4,3130,271272
WA,98682,5,3490,454564
WA,98682,6,540,227865
WA,98683,1,4400,55550
WA,98683,2,3540,129874
WA,98683,3,2630,162668
WA,98683,4,1790,156068
WA,98683,5,2660,354933
WA,98683,6,720,360022
WA,98684,1,4560,59828
WA,98684,2,3730,135051
WA,98684,3,2330,143068
WA,98684,4,1500,129555
WA,98684,5,1760,231568
WA,98684,6,340,189943
WA,98685,1,3600,43611
WA,98685,2,2450,90310
WA,98685,3,1850,114205
WA,98685,4,1550,134841
WA,98685,5,2950,403258
WA,98685,6,1010,431767
WA,98686,1,2460,30225
WA,98686,2,1860,68247
WA,98686,3,1410,87495
WA,98686,4,1060,92310
WA,98686,5,1780,240453
WA,98686,6,500,185689
WA,98801,1,7090,92747
WA,98801,2,4980,178031
WA,98801,3,2610,160619
WA,98801,4,1660,143055
WA,98801,5,2200,294204
WA,98801,6,690,296694
WA,98802,1,4740,61985
WA,98802,2,3590,128956
WA,98802,3,2160,132848
WA,98802,4,1470,127595
WA,98802,5,1740,228987
WA,98802,6,370,142002
WA,98812,1,1070,15993
WA,98812,2,800,27813
WA,98812,3,310,18702
WA,98812,4,110,9292
WA,98812,5,120,15154
WA,98812,6,40,21913
WA,98813,1,1330,21206
WA,98813,2,460,15290
WA,98813,3,140,8348
WA,98813,4,40,3711
WA,98813,5,30,3948
WA,98813,6,0,0
WA,98814,1,90,1077
WA,98814,2,70,2344
WA,98814,3,50,3068
WA,98814,4,0,0
WA,98814,5,30,3683
WA,98814,6,0,0
WA,98815,1,1150,14892
WA,98815,2,830,29682
WA,98815,3,490,29852
WA,98815,4,310,27235
WA,98815,5,420,55866
WA,98815,6,70,33631
WA,98816,1,1340,17179
WA,98816,2,940,33819
WA,98816,3,490,30215
WA,98816,4,280,24319
WA,98816,5,440,59226
WA,98816,6,180,82552
WA,98817,1,100,1349
WA,98817,2,80,2564
WA,98817,3,20,1349
WA,98817,4,20,3904
WA,98817,5,0,0
WA,98817,6,0,0
WA,98819,1,40,458
WA,98819,2,30,871
WA,98819,3,40,3382
WA,98819,4,0,0
WA,98819,5,0,0
WA,98819,6,0,0
WA,98821,1,170,2184
WA,98821,2,140,4898
WA,98821,3,70,4310
WA,98821,4,30,2069
WA,98821,5,30,7145
WA,98821,6,0,0
WA,98822,1,350,4399
WA,98822,2,230,8443
WA,98822,3,140,8431
WA,98822,4,100,8991
WA,98822,5,120,19008
WA,98822,6,0,0
WA,98823,1,1680,21562
WA,98823,2,1240,45269
WA,98823,3,780,47648
WA,98823,4,510,44695
WA,98823,5,610,80228
WA,98823,6,100,34273
WA,98824,1,90,1395
WA,98824,2,90,3277
WA,98824,3,50,3485
WA,98824,4,0,0
WA,98824,5,0,0
WA,98824,6,0,0
WA,98826,1,1220,15319
WA,98826,2,810,29613
WA,98826,3,530,32422
WA,98826,4,380,32999
WA,98826,5,480,64304
WA,98826,6,200,89552
WA,98827,1,40,546
WA,98827,2,60,2667
WA,98827,3,0,0
WA,98827,4,20,2310
WA,98827,5,0,0
WA,98827,6,0,0
WA,98828,1,380,4982
WA,98828,2,290,10580
WA,98828,3,160,9774
WA,98828,4,120,10218
WA,98828,5,150,26457
WA,98828,6,0,0
WA,98829,1,140,1742
WA,98829,2,120,4317
WA,98829,3,60,3588
WA,98829,4,30,3506
WA,98829,5,0,0
