State,ZIP Code,Size of AGI,Number of Returns,Adjust Gross Income
CA,91711,2,2550,93042
CA,91711,3,1880,117156
CA,91711,4,1600,139943
CA,91711,5,3510,494607
CA,91711,6,1860,780018
CA,91722,1,6350,84500
CA,91722,2,4540,164526
CA,91722,3,2620,160709
CA,91722,4,1670,144073
CA,91722,5,1940,249959
CA,91722,6,180,50988
CA,91723,1,3300,43424
CA,91723,2,2370,86703
CA,91723,3,1420,86896
CA,91723,4,780,67142
CA,91723,5,1070,141956
CA,91723,6,130,43372
CA,91724,1,4300,54584
CA,91724,2,2760,100417
CA,91724,3,1630,100558
CA,91724,4,1280,111176
CA,91724,5,2150,294489
CA,91724,6,530,197588
CA,91730,1,10670,139000
CA,91730,2,7390,268750
CA,91730,3,4920,302603
CA,91730,4,3330,288549
CA,91730,5,3860,509669
CA,91730,6,520,214460
CA,91731,1,6050,82862
CA,91731,2,3590,126636
CA,91731,3,1290,78095
CA,91731,4,500,43109
CA,91731,5,430,55750
CA,91731,6,60,70067
CA,91732,1,12650,173723
CA,91732,2,7730,273009
CA,91732,3,2810,170130
CA,91732,4,1220,104741
CA,91732,5,990,127779
CA,91732,6,120,39391
CA,91733,1,9190,127918
CA,91733,2,5590,196429
CA,91733,3,1910,115010
CA,91733,4,780,66223
CA,91733,5,540,69094
CA,91733,6,70,28670
CA,91737,1,3320,40061
CA,91737,2,2020,72987
CA,91737,3,1340,82669
CA,91737,4,1160,100226
CA,91737,5,2380,331060
CA,91737,6,1030,409869
CA,91739,1,4620,56062
CA,91739,2,2740,100405
CA,91739,3,1870,116006
CA,91739,4,1590,138491
CA,91739,5,3670,516376
CA,91739,6,1570,868431
CA,91740,1,4270,53783
CA,91740,2,2700,98661
CA,91740,3,1760,108494
CA,91740,4,1320,115084
CA,91740,5,2080,279583
CA,91740,6,360,122840
CA,91741,1,3420,40323
CA,91741,2,1990,72891
CA,91741,3,1580,98385
CA,91741,4,1260,109466
CA,91741,5,2840,398691
CA,91741,6,1230,570862
CA,91744,1,16840,233098
CA,91744,2,11690,415358
CA,91744,3,4830,293244
CA,91744,4,2320,199719
CA,91744,5,1800,227641
CA,91744,6,120,44659
CA,91745,1,9240,117539
CA,91745,2,6190,224102
CA,91745,3,3510,216503
CA,91745,4,2270,197064
CA,91745,5,3640,497936
CA,91745,6,1020,411150
CA,91746,1,5860,81058
CA,91746,2,4300,152972
CA,91746,3,1840,112252
CA,91746,4,910,77844
CA,91746,5,730,92708
CA,91746,6,80,74201
CA,91748,1,8880,112255
CA,91748,2,5550,198986
CA,91748,3,2630,160693
CA,91748,4,1490,128831
CA,91748,5,2120,288625
CA,91748,6,760,317978
CA,91750,1,4890,59576
CA,91750,2,3080,113001
CA,91750,3,2150,133748
CA,91750,4,1670,145558
CA,91750,5,3300,460054
CA,91750,6,1170,568072
CA,91752,1,5480,72948
CA,91752,2,3570,129032
CA,91752,3,2020,123993
CA,91752,4,1340,115785
CA,91752,5,1990,268255
CA,91752,6,280,79334
CA,91754,1,7530,91076
CA,91754,2,3910,140656
CA,91754,3,2070,126623
CA,91754,4,1250,108223
CA,91754,5,2000,276939
CA,91754,6,630,226786
CA,91755,1,7270,87042
CA,91755,2,3090,110155
CA,91755,3,1490,92116
CA,91755,4,920,79522
CA,91755,5,1270,173618
CA,91755,6,300,92428
CA,91759,1,60,646
CA,91759,2,50,1820
CA,91759,3,30,1893
CA,91759,4,30,2222
CA,91759,5,60,10671
CA,91759,6,0,0
CA,91761,1,10220,140725
CA,91761,2,7420,267562
CA,91761,3,3880,238987
CA,91761,4,2490,215902
CA,91761,5,2700,353049
CA,91761,6,310,135588
CA,91762,1,10910,151898
CA,91762,2,8030,286368
CA,91762,3,3600,219831
CA,91762,4,1840,158918
CA,91762,5,1770,229694
CA,91762,6,240,85887
CA,91763,1,7210,99266
CA,91763,2,5060,180657
CA,91763,3,2240,137147
CA,91763,4,1160,99318
CA,91763,5,1040,132315
CA,91763,6,110,46551
CA,91764,1,9730,136042
CA,91764,2,7240,257304
CA,91764,3,3270,199578
CA,91764,4,1590,135870
CA,91764,5,1240,155241
CA,91764,6,110,40672
CA,91765,1,6800,81182
CA,91765,2,4390,159824
CA,91765,3,2890,178741
CA,91765,4,2170,188150
CA,91765,5,4120,569589
CA,91765,6,1550,663838
CA,91766,1,13340,182769
CA,91766,2,8550,303030
CA,91766,3,3480,211702
CA,91766,4,1760,151648
CA,91766,5,1870,248112
CA,91766,6,350,104649
CA,91767,1,9020,121757
CA,91767,2,6090,218931
CA,91767,3,2940,179646
CA,91767,4,1560,135122
CA,91767,5,1530,201026
CA,91767,6,140,52960
CA,91768,1,6060,82985
CA,91768,2,4030,143032
CA,91768,3,1580,96706
CA,91768,4,810,69752
CA,91768,5,710,92042
CA,91768,6,100,36721
CA,91770,1,13900,180098
CA,91770,2,7820,278152
CA,91770,3,3360,204371
CA,91770,4,1720,148038
CA,91770,5,1700,224623
CA,91770,6,310,111556
CA,91773,1,5080,62010
CA,91773,2,3150,115294
CA,91773,3,2210,136982
CA,91773,4,1860,161486
CA,91773,5,3240,447018
CA,91773,6,1030,382457
CA,91775,1,3590,43476
CA,91775,2,2180,79766
CA,91775,3,1360,84179
CA,91775,4,990,85788
CA,91775,5,1970,275991
CA,91775,6,920,325315
CA,91776,1,9540,117905
CA,91776,2,4690,168547
CA,91776,3,2210,134629
CA,91776,4,1110,95496
CA,91776,5,1330,178026
CA,91776,6,260,99673
CA,91780,1,6070,74330
CA,91780,2,3810,137976
CA,91780,3,2270,139239
CA,91780,4,1440,124151
CA,91780,5,2370,322914
CA,91780,6,680,230338
CA,91784,1,3310,38907
CA,91784,2,1970,71533
CA,91784,3,1490,91866
CA,91784,4,1310,115287
CA,91784,5,3270,464106
CA,91784,6,1550,632330
CA,91786,1,9130,121834
CA,91786,2,6300,228180
CA,91786,3,3260,199474
CA,91786,4,2070,179101
CA,91786,5,2610,349325
CA,91786,6,430,136278
CA,91789,1,6610,78684
CA,91789,2,4090,149658
CA,91789,3,2620,161659
CA,91789,4,1870,163020
CA,91789,5,3710,517009
CA,91789,6,1610,738757
CA,91790,1,7830,101973
CA,91790,2,5530,200378
CA,91790,3,3070,188761
CA,91790,4,1870,162108
CA,91790,5,2540,334424
CA,91790,6,260,75036
CA,91791,1,5440,69050
CA,91791,2,3570,129902
CA,91791,3,2100,129648
CA,91791,4,1410,122197
CA,91791,5,2440,334207
CA,91791,6,780,315218
CA,91792,1,5310,68591
CA,91792,2,3580,130362
CA,91792,3,2080,127864
CA,91792,4,1300,112642
CA,91792,5,1610,213371
CA,91792,6,170,47261
CA,91801,1,10220,128782
CA,91801,2,6660,241429
CA,91801,3,3660,224233
CA,91801,4,2110,182131
CA,91801,5,2520,338382
CA,91801,6,590,215309
CA,91803,1,5910,75573
CA,91803,2,3770,136018
CA,91803,3,1900,116556
CA,91803,4,1180,101515
CA,91803,5,1560,212794
CA,91803,6,310,92520
CA,91901,1,1940,23729
CA,91901,2,1460,53647
CA,91901,3,1040,64490
CA,91901,4,750,65046
CA,91901,5,1620,228747
CA,91901,6,650,238397
CA,91902,1,2390,29568
CA,91902,2,1660,60259
CA,91902,3,1110,68767
CA,91902,4,920,79577
CA,91902,5,1840,257894
CA,91902,6,680,238557
CA,91905,1,250,3118
CA,91905,2,160,5833
CA,91905,3,100,5887
CA,91905,4,70,6296
CA,91905,5,70,10048
CA,91905,6,0,0
CA,91906,1,560,7240
CA,91906,2,370,13367
CA,91906,3,220,13355
CA,91906,4,150,12764
CA,91906,5,170,24490
CA,91906,6,0,0
CA,91910,1,13930,185767
CA,91910,2,10400,374288
CA,91910,3,5230,319613
CA,91910,4,3170,275047
CA,91910,5,4230,563718
CA,91910,6,750,254996
CA,91911,1,16600,225080
CA,91911,2,12160,436804
CA,91911,3,5700,348373
CA,91911,4,3040,261377
CA,91911,5,3040,396828
CA,91911,6,290,88261
CA,91913,1,5590,69918
CA,91913,2,4360,159312
CA,91913,3,2880,178006
CA,91913,4,2450,214591
CA,91913,5,4910,672817
CA,91913,6,860,254985
CA,91914,1,1830,21142
CA,91914,2,1100,40464
CA,91914,3,760,47200
CA,91914,4,750,65085
CA,91914,5,1930,277031
CA,91914,6,830,278250
CA,91915,1,3270,40125
CA,91915,2,2340,86240
CA,91915,3,1630,100634
CA,91915,4,1500,131485
CA,91915,5,3240,445563
CA,91915,6,610,166281
CA,91916,1,240,3093
CA,91916,2,170,6009
CA,91916,3,150,9074
CA,91916,4,130,10944
CA,91916,5,160,21911
CA,91916,6,40,19363
CA,91917,1,210,2873
CA,91917,2,120,4302
CA,91917,3,70,4421
CA,91917,4,30,2743
CA,91917,5,30,4759
CA,91917,6,0,0
CA,91931,1,90,1220
CA,91931,2,60,2293
CA,91931,3,30,1937
CA,91931,4,30,3432
CA,91931,5,0,0
CA,91931,6,0,0
CA,91932,1,4820,65666
CA,91932,2,3940,141779
CA,91932,3,1680,102618
CA,91932,4,840,71759
CA,91932,5,830,111266
CA,91932,6,130,39428
CA,91934,1,100,1350
CA,91934,2,70,2387
CA,91934,3,40,2238
CA,91934,4,40,4209
CA,91934,5,0,0
CA,91934,6,0,0
CA,91935,1,1330,16365
CA,91935,2,720,26320
CA,91935,3,530,32489
CA,91935,4,430,37132
CA,91935,5,870,120398
CA,91935,6,430,174039
CA,91941,1,4430,55785
CA,91941,2,3440,125952
CA,91941,3,2160,133116
CA,91941,4,1530,132700
CA,91941,5,2980,412703
CA,91941,6,1180,424029
CA,91942,1,5950,77658
CA,91942,2,5090,186201
CA,91942,3,3230,198304
CA,91942,4,2200,191140
CA,91942,5,2860,385254
CA,91942,6,390,124946
CA,91945,1,4580,60516
CA,91945,2,3640,131790
CA,91945,3,1900,116983
CA,91945,4,1140,98346
CA,91945,5,1190,152495
CA,91945,6,90,24359
CA,91950,1,11730,163412
CA,91950,2,8650,306735
CA,91950,3,3540,214848
CA,91950,4,1440,123029
CA,91950,5,1050,133697
CA,91950,6,70,29159
CA,91962,1,230,2723
CA,91962,2,160,5877
CA,91962,3,130,8083
CA,91962,4,130,11582
CA,91962,5,210,28767
CA,91962,6,40,13967
CA,91963,1,260,3620
CA,91963,2,180,6121
CA,91963,3,80,4871
CA,91963,4,20,2100
CA,91963,5,20,3087
CA,91963,6,0,0
CA,91977,1,10180,135706
CA,91977,2,7700,279183
CA,91977,3,4040,248530
CA,91977,4,2450,211976
CA,91977,5,2950,387411
CA,91977,6,330,99406
CA,91978,1,1570,20342
CA,91978,2,1150,41891
CA,91978,3,670,41022
CA,91978,4,430,37287
CA,91978,5,660,88633
CA,91978,6,120,36229
CA,91980,1,550,7429
CA,91980,2,300,10645
CA,91980,3,80,4789
CA,91980,4,20,1884
CA,91980,5,20,3563
CA,91980,6,0,0
CA,92003,1,830,10602
CA,92003,2,620,21973
CA,92003,3,360,22245
CA,92003,4,250,21395
CA,92003,5,420,58691
CA,92003,6,240,124164
CA,92004,1,570,7785
CA,92004,2,370,13235
CA,92004,3,180,10938
CA,92004,4,90,7862
CA,92004,5,140,19220
CA,92004,6,40,14786
CA,92007,1,1430,17186
CA,92007,2,1020,37229
CA,92007,3,740,45380
CA,92007,4,570,49360
CA,92007,5,1190,166906
CA,92007,6,900,634481
CA,92008,1,4020,48166
CA,92008,2,2920,106882
CA,92008,3,1940,119379
CA,92008,4,1420,123466
CA,92008,5,2540,353950
CA,92008,6,1390,580935
CA,92009,1,4870,53050
CA,92009,2,2640,97483
CA,92009,3,2090,129592
CA,92009,4,1810,158319
CA,92009,5,4840,698000
CA,92009,6,4230,1730744
CA,92010,1,1890,21450
CA,92010,2,1260,46298
CA,92010,3,930,57767
CA,92010,4,800,70207
CA,92010,5,1890,268580
CA,92010,6,880,280897
CA,92011,1,2670,29921
CA,92011,2,1670,61263
CA,92011,3,1180,73289
CA,92011,4,1030,89766
CA,92011,5,2650,380731
CA,92011,6,1980,767833
CA,92014,1,1490,15331
CA,92014,2,850,31736
CA,92014,3,710,44153
CA,92014,4,620,53746
CA,92014,5,1480,211068
CA,92014,6,2080,1380097
CA,92019,1,6420,79608
CA,92019,2,4190,151733
CA,92019,3,2700,166852
CA,92019,4,2000,173123
CA,92019,5,3360,461482
CA,92019,6,1180,482146
CA,92020,1,10460,136288
CA,92020,2,6450,230695
CA,92020,3,3040,185939
CA,92020,4,1840,159303
CA,92020,5,2830,387061
CA,92020,6,850,321266
CA,92021,1,11800,156236
CA,92021,2,7880,283110
CA,92021,3,4190,256443
CA,92021,4,2350,202389
CA,92021,5,3180,421814
CA,92021,6,600,213083
CA,92024,1,6790,78389
CA,92024,2,4110,151071
CA,92024,3,2900,179603
CA,92024,4,2210,192286
CA,92024,5,4880,697173
CA,92024,6,4150,2106205
CA,92025,1,8320,113991
CA,92025,2,5970,212715
CA,92025,3,2510,153401
CA,92025,4,1400,121190
CA,92025,5,2200,304544
CA,92025,6,880,304936
CA,92026,1,7660,100961
CA,92026,2,5880,212871
CA,92026,3,3350,206248
CA,92026,4,2240,193964
CA,92026,5,3660,500344
CA,92026,6,840,306036
CA,92027,1,9110,123787
CA,92027,2,7060,252459
CA,92027,3,3320,203577
CA,92027,4,1950,168624
CA,92027,5,2720,370472
CA,92027,6,630,204746
CA,92028,1,7140,95681
CA,92028,2,5190,184228
CA,92028,3,2720,167672
CA,92028,4,1880,163876
CA,92028,5,3370,462976
CA,92028,6,1150,425869
CA,92029,1,2490,29824
CA,92029,2,1790,65431
CA,92029,3,1210,74433
CA,92029,4,940,81663
CA,92029,5,1920,271272
CA,92029,6,960,444893
CA,92036,1,610,7547
CA,92036,2,340,12082
CA,92036,3,230,14273
CA,92036,4,170,14456
CA,92036,5,210,28374
CA,92036,6,50,20382
CA,92037,1,3940,43291
CA,92037,2,2570,94542
CA,92037,3,2050,126958
CA,92037,4,1500,130121
CA,92037,5,3580,508875
CA,92037,6,4620,3391056
CA,92040,1,6090,78992
CA,92040,2,5020,182083
CA,92040,3,3080,189972
CA,92040,4,2070,179988
CA,92040,5,3360,460480
CA,92040,6,620,196325
CA,92054,1,6720,91260
CA,92054,2,5350,192398
CA,92054,3,2560,156573
CA,92054,4,1420,123497
CA,92054,5,2000,272849
CA,92054,6,550,179384
CA,92055,1,2670,52790
CA,92055,2,1150,33208
CA,92055,3,70,4920
CA,92055,4,0,0
CA,92055,5,0,0
CA,92055,6,0,0
CA,92056,1,8090,104037
CA,92056,2,6250,226501
CA,92056,3,3900,240818
CA,92056,4,2750,238711
CA,92056,5,4300,581272
CA,92056,6,920,271745
CA,92057,1,8640,114678
CA,92057,2,6860,247780
CA,92057,3,3860,236839
CA,92057,4,2530,218324
CA,92057,5,3960,538192
CA,92057,6,850,245547
CA,92058,1,5630,83289
CA,92058,2,6020,215025
CA,92058,3,2320,140458
CA,92058,4,1160,100080
CA,92058,5,1240,161734
CA,92058,6,140,42055
CA,92059,1,190,2608
CA,92059,2,150,5067
CA,92059,3,70,4075
CA,92059,4,270,23728
CA,92059,5,200,26952
CA,92059,6,40,12003
CA,92060,1,50,684
CA,92060,2,40,1272
CA,92060,3,20,1438
CA,92060,4,30,3700
CA,92060,5,0,0
CA,92060,6,0,0
CA,92061,1,440,6373
CA,92061,2,410,14203
CA,92061,3,200,12071
CA,92061,4,110,9517
CA,92061,5,200,28212
CA,92061,6,100,55857
CA,92064,1,6140,73384
CA,92064,2,3900,142331
CA,92064,3,2560,158662
CA,92064,4,2070,180405
CA,92064,5,4940,698582
CA,92064,6,2880,1297638
CA,92065,1,4860,62212
CA,92065,2,3580,130399
CA,92065,3,2270,140469
CA,92065,4,1840,160492
CA,92065,5,3450,471938
CA,92065,6,890,302453
CA,92066,1,40,468
CA,92066,2,30,971
CA,92066,3,50,3249
CA,92066,4,0,0
CA,92066,5,20,3765
CA,92066,6,0,0
CA,92067,1,1230,11707
CA,92067,2,530,19258
CA,92067,3,370,23070
CA,92067,4,340,29410
CA,92067,5,800,118860
CA,92067,6,2410,2959875
CA,92069,1,7540,100014
CA,92069,2,5350,191546
CA,92069,3,2660,163044
CA,92069,4,1760,153612
CA,92069,5,3160,431991
CA,92069,6,780,273028
CA,92070,1,230,2889
CA,92070,2,140,5085
CA,92070,3,70,3940
CA,92070,4,40,3255
CA,92070,5,70,12266
CA,92070,6,0,0
CA,92071,1,7340,94471
CA,92071,2,5760,211983
CA,92071,3,4190,258437
CA,92071,4,3090,267684
CA,92071,5,4850,651396
CA,92071,6,730,218361
CA,92075,1,1590,18144
CA,92075,2,1050,38638
CA,92075,3,730,45198
CA,92075,4,600,52333
CA,92075,5,1320,188802
CA,92075,6,1390,785303
CA,92078,1,6030,73851
CA,92078,2,3870,140456
CA,92078,3,2540,156086
CA,92078,4,1920,167322
CA,92078,5,4290,604919
CA,92078,6,1980,671261
CA,92081,1,3920,49902
CA,92081,2,3160,115961
CA,92081,3,2040,125286
CA,92081,4,1490,129290
CA,92081,5,2380,322913
CA,92081,6,620,215649
CA,92082,1,2830,35877
CA,92082,2,1980,70570
CA,92082,3,1130,69366
CA,92082,4,880,76389
CA,92082,5,1720,240411
CA,92082,6,640,209127
CA,92083,1,7120,100471
CA,92083,2,5490,195005
CA,92083,3,2310,139917
CA,92083,4,1190,101575
CA,92083,5,1280,169139
CA,92083,6,150,43207
CA,92084,1,8130,111028
CA,92084,2,6090,216404
CA,92084,3,2770,169677
CA,92084,4,1570,135783
CA,92084,5,2550,348316
CA,92084,6,770,308421
CA,92086,1,210,2480
CA,92086,2,160,5852
CA,92086,3,70,4502
CA,92086,4,40,3072
CA,92086,5,60,8074
CA,92086,6,0,0
CA,92091,1,140,1450
CA,92091,2,80,2899
CA,92091,3,60,3672
CA,92091,4,40,3562
CA,92091,5,120,17064
CA,92091,6,170,174609
CA,92101,1,4920,62817
CA,92101,2,4400,161806
CA,92101,3,3190,197719
CA,92101,4,2360,204586
CA,92101,5,3820,526096
CA,92101,6,1820,905234
CA,92102,1,8300,117550
CA,92102,2,6560,234367
CA,92102,3,2540,153900
CA,92102,4,1080,92892
CA,92102,5,1020,135319
CA,92102,6,240,78114
CA,92103,1,4370,56613
CA,92103,2,4530,167716
CA,92103,3,3210,197667
CA,92103,4,2170,187596
CA,92103,5,3130,428491
CA,92103,6,1780,790952
CA,92104,1,7390,102326
CA,92104,2,7490,274739
CA,92104,3,4110,252085
CA,92104,4,2220,190352
CA,92104,5,2680,361580
CA,92104,6,830,315799
CA,92105,1,14640,202771
CA,92105,2,8930,315979
CA,92105,3,3170,192200
CA,92105,4,1270,108750
CA,92105,5,1010,127447
CA,92105,6,80,22975
CA,92106,1,2370,28318
CA,92106,2,1730,63556
CA,92106,3,1180,72969
CA,92106,4,870,75419
CA,92106,5,1880,267245
CA,92106,6,1490,695584
CA,92107,1,4050,52451
CA,92107,2,3630,133957
CA,92107,3,2400,147369
CA,92107,4,1520,132096
CA,92107,5,2360,328590
CA,92107,6,1110,501900
CA,92108,1,2850,37751
CA,92108,2,3290,122845
CA,92108,3,2350,144899
CA,92108,4,1530,132269
CA,92108,5,2020,270465
CA,92108,6,500,216809
CA,92109,1,6170,79562
CA,92109,2,6680,249840
CA,92109,3,4590,281249
CA,92109,4,2730,235449
CA,92109,5,3370,457504
CA,92109,6,1700,775666
CA,92110,1,3890,49356
CA,92110,2,3260,119482
CA,92110,3,2100,129516
CA,92110,4,1300,112951
CA,92110,5,1820,251691
CA,92110,6,760,320307
CA,92111,1,7780,101627
CA,92111,2,5610,204492
CA,92111,3,3220,197590
CA,92111,4,2020,174855
CA,92111,5,2870,388971
CA,92111,6,590,235136
CA,92113,1,11240,160313
CA,92113,2,6960,242843
CA,92113,3,2060,123546
CA,92113,4,580,49508
CA,92113,5,340,42029
CA,92113,6,20,9229
CA,92114,1,12500,169860
CA,92114,2,9430,338697
CA,92114,3,4610,281705
CA,92114,4,2520,217274
CA,92114,5,2280,290896
CA,92114,6,160,39694
CA,92115,1,10690,138723
CA,92115,2,6920,247910
CA,92115,3,3190,195141
CA,92115,4,1880,161968
CA,92115,5,2500,339484
CA,92115,6,590,233301
CA,92116,1,4770,64672
CA,92116,2,5330,197872
CA,92116,3,3280,199887
CA,92116,4,1830,158207
CA,92116,5,2410,327637
CA,92116,6,850,302248
CA,92117,1,7920,102364
CA,92117,2,6360,233125
CA,92117,3,4050,248308
CA,92117,4,2710,234749
CA,92117,5,4330,594138
CA,92117,6,1210,420102
CA,92118,1,1810,20242
CA,92118,2,1260,46921
CA,92118,3,950,58771
CA,92118,4,780,67750
CA,92118,5,1680,240318
CA,92118,6,1370,640142
CA,92119,1,3020,36743
CA,92119,2,2340,86331
CA,92119,3,1790,111255
CA,92119,4,1400,121530
CA,92119,5,2640,366594
CA,92119,6,640,199302
CA,92120,1,3660,44504
CA,92120,2,2810,103821
CA,92120,3,1970,121856
CA,92120,4,1540,134231
CA,92120,5,3130,436552
CA,92120,6,1130,415664
CA,92121,1,550,6337
CA,92121,2,390,14261
CA,92121,3,300,18193
CA,92121,4,220,19292
CA,92121,5,550,77602
CA,92121,6,460,263822
CA,92122,1,4590,53326
CA,92122,2,3530,130404
CA,92122,3,2710,167569
CA,92122,4,2080,180846
CA,92122,5,3940,546472
CA,92122,6,1840,674380
CA,92123,1,3990,53135
CA,92123,2,3780,138679
CA,92123,3,2320,142616
CA,92123,4,1530,133302
CA,92123,5,2440,331720
CA,92123,6,500,188215
CA,92124,1,2780,34486
CA,92124,2,3170,117984
CA,92124,3,2130,130806
CA,92124,4,1520,132336
CA,92124,5,2670,368284
CA,92124,6,910,298221
CA,92126,1,10360,135270
CA,92126,2,8660,317813
CA,92126,3,5550,342869
CA,92126,4,4140,358788
CA,92126,5,6410,866639
CA,92126,6,1200,364949
CA,92127,1,3950,42654
CA,92127,2,2320,85348
CA,92127,3,1860,116165
CA,92127,4,1600,139006
CA,92127,5,4710,687012
CA,92127,6,4550,1910674
CA,92128,1,5190,60669
CA,92128,2,3730,138441
CA,92128,3,3320,205977
CA,92128,4,2860,249843
CA,92128,5,6130,862264
CA,92128,6,2570,845038
CA,92129,1,6010,69051
CA,92129,2,3770,138986
CA,92129,3,2720,168469
CA,92129,4,2390,208744
CA,92129,5,6100,871306
CA,92129,6,3160,996071
CA,92130,1,5140,50716
CA,92130,2,2640,97870
CA,92130,3,2040,127120
CA,92130,4,1820,158793
CA,92130,5,5330,774680
CA,92130,6,7040,3611284
CA,92131,1,3330,35027
CA,92131,2,1910,70487
CA,92131,3,1530,94837
CA,92131,4,1500,130503
CA,92131,5,4530,653387
CA,92131,6,3530,1337345
CA,92135,1,260,5093
CA,92135,2,110,4109
CA,92135,3,0,0
CA,92135,5,0,0
CA,92135,6,0,0
CA,92139,1,5850,79728
CA,92139,2,5320,193245
CA,92139,3,2730,166304
CA,92139,4,1540,133367
CA,92139,5,1590,202633
CA,92139,6,90,23900
CA,92154,1,16750,229196
CA,92154,2,12710,454606
CA,92154,3,5880,360995
CA,92154,4,3120,269053
CA,92154,5,3130,404427
CA,92154,6,300,107466
CA,92173,1,11980,166380
CA,92173,2,6820,238838
CA,92173,3,2230,134935
CA,92173,4,800,67931
CA,92173,5,540,67816
CA,92173,6,70,23954
CA,92201,1,11640,168409
CA,92201,2,6940,244281
CA,92201,3,2620,159269
CA,92201,4,1410,121493
CA,92201,5,1550,206792
CA,92201,6,320,115171
CA,92203,1,3620,48082
CA,92203,2,2630,96195
CA,92203,3,1740,107442
CA,92203,4,1350,117468
CA,92203,5,2360,318519
CA,92203,6,470,155014
CA,92210,1,410,4502
CA,92210,2,220,8148
CA,92210,3,180,11293
CA,92210,4,180,15480
CA,92210,5,390,55258
CA,92210,6,420,491644
CA,92211,1,3390,41569
CA,92211,2,2370,86531
CA,92211,3,1760,109003
CA,92211,4,1370,119080
CA,92211,5,2270,312520
CA,92211,6,810,283980
CA,92220,1,5620,74987
CA,92220,2,3760,134546
CA,92220,3,1860,113506
CA,92220,4,1010,87125
CA,92220,5,930,121055
CA,92220,6,500,136375
CA,92223,1,7010,91052
CA,92223,2,4750,172795
CA,92223,3,3410,211141
CA,92223,4,2820,246417
CA,92223,5,4100,544547
CA,92223,6,560,187360
CA,92225,1,2380,32624
CA,92225,2,1460,52554
CA,92225,3,620,37914
CA,92225,4,430,36904
CA,92225,5,450,57829
CA,92225,6,60,20889
CA,92227,1,4630,62304
CA,92227,2,2590,92432
CA,92227,3,1120,68458
CA,92227,4,770,66739
CA,92227,5,870,116001
CA,92227,6,240,104280
CA,92230,1,500,6870
CA,92230,2,290,10275
CA,92230,3,110,6424
CA,92230,4,30,2874
CA,92230,5,30,5513
CA,92230,6,0,0
CA,92231,1,15600,211147
CA,92231,2,6040,208574
CA,92231,3,1760,106163
CA,92231,4,780,66610
CA,92231,5,750,95606
CA,92231,6,90,29624
CA,92233,1,630,8099
CA,92233,2,420,14939
CA,92233,3,150,9139
CA,92233,4,100,8236
CA,92233,5,100,15585
CA,92233,6,0,0
CA,92234,1,9870,136722
CA,92234,2,6070,216007
CA,92234,3,2460,149441
CA,92234,4,1320,114450
CA,92234,5,1520,204474
CA,92234,6,320,101978
CA,92236,1,8970,134719
CA,92236,2,5810,202537
CA,92236,3,1700,102051
CA,92236,4,560,47391
CA,92236,5,310,37656
CA,92236,6,30,11268
CA,92240,1,7510,105184
CA,92240,2,4470,156616
CA,92240,3,1540,93347
CA,92240,4,610,52115
CA,92240,5,500,64045
CA,92240,6,60,15195
CA,92241,1,1370,18022
CA,92241,2,740,26145
CA,92241,3,290,17453
CA,92241,4,130,10784
CA,92241,5,130,16459
CA,92241,6,20,6989
CA,92242,1,180,2276
CA,92242,2,90,3016
CA,92242,3,60,4276
CA,92242,4,0,0
CA,92242,5,20,2834
CA,92242,6,0,0
CA,92243,1,9050,122626
CA,92243,2,4890,171995
CA,92243,3,1900,115971
CA,92243,4,1240,107349
CA,92243,5,1520,203472
CA,92243,6,320,129432
CA,92249,1,1380,19057
CA,92249,2,820,29032
CA,92249,3,390,23488
CA,92249,4,220,18962
CA,92249,5,190,24504
CA,92249,6,0,0
CA,92250,1,1380,19164
CA,92250,2,930,32941
CA,92250,3,430,26122
CA,92250,4,200,17450
CA,92250,5,270,35323
CA,92250,6,70,30015
CA,92251,1,2540,33592
CA,92251,2,1810,66282
CA,92251,3,1290,79648
CA,92251,4,1060,92783
CA,92251,5,1390,181560
CA,92251,6,130,36559
CA,92252,1,1490,18686
CA,92252,2,830,29623
CA,92252,3,420,25605
CA,92252,4,260,22011
CA,92252,5,270,35586
CA,92252,6,30,8080
CA,92253,1,5210,66801
CA,92253,2,3480,126606
CA,92253,3,2150,132132
CA,92253,4,1530,132754
CA,92253,5,2690,373369
CA,92253,6,1260,561609
CA,92254,1,3630,56924
CA,92254,2,2090,70376
CA,92254,3,320,18698
CA,92254,4,60,5201
CA,92254,5,20,3248
CA,92254,6,0,0
CA,92256,1,610,7621
CA,92256,2,390,14187
CA,92256,3,180,11284
CA,92256,4,100,8781
CA,92256,5,140,23393
CA,92256,6,0,0
CA,92257,1,240,2929
CA,92257,2,140,4964
CA,92257,3,50,2658
CA,92257,4,40,3984
CA,92257,5,0,0
CA,92257,6,0,0
CA,92258,1,180,2519
CA,92258,2,80,2740
CA,92258,3,30,2728
CA,92258,4,0,0
CA,92258,5,0,0
CA,92258,6,0,0
CA,92259,1,70,1278
CA,92259,2,0,0
CA,92259,3,30,2644
CA,92259,4,0,0
CA,92259,5,0,0
CA,92259,6,0,0
CA,92260,1,5100,66772
CA,92260,2,3380,121976
CA,92260,3,1800,110749
CA,92260,4,1140,98395
CA,92260,5,1650,225658
CA,92260,6,760,379421
CA,92262,1,4390,57878
CA,92262,2,2760,98432
CA,92262,3,1420,86946
CA,92262,4,890,77491
CA,92262,5,1410,194739
CA,92262,6,700,282398
CA,92264,1,3180,39651
